datetime,Q,SC
8/7/2018 07:00:00,298,20
8/7/2018 07:15:00,296,20
8/7/2018 07:30:00,301,20
8/7/2018 07:45:00,301,20
8/7/2018 08:00:00,293,20
8/7/2018 08:15:00,301,19
8/7/2018 08:30:00,306,19
8/7/2018 08:45:00,301,19
8/7/2018 09:00:00,304,19
8/7/2018 09:15:00,304,19
8/7/2018 09:30:00,309,19
8/7/2018 09:45:00,309,19
8/7/2018 10:00:00,290,19
8/7/2018 10:15:00,301,19
8/7/2018 10:30:00,304,19
8/7/2018 10:45:00,309,19
8/7/2018 11:00:00,314,19
8/7/2018 11:15:00,309,19
8/7/2018 11:30:00,324,19
8/7/2018 11:45:00,316,19
8/7/2018 12:00:00,319,19
8/7/2018 12:15:00,324,19
8/7/2018 12:30:00,326,19
8/7/2018 12:45:00,314,19
8/7/2018 13:00:00,321,19
8/7/2018 13:15:00,321,19
8/7/2018 13:30:00,321,19
8/7/2018 13:45:00,319,19
8/7/2018 14:00:00,331,19
8/7/2018 14:15:00,331,19
8/7/2018 14:30:00,334,19
8/7/2018 14:45:00,337,19
8/7/2018 15:00:00,342,18
8/7/2018 15:15:00,339,18
8/7/2018 15:30:00,344,18
8/7/2018 15:45:00,342,18
8/7/2018 16:00:00,347,18
8/7/2018 16:15:00,349,18
8/7/2018 16:30:00,349,18
8/7/2018 16:45:00,360,18
8/7/2018 17:00:00,356,17
8/7/2018 17:15:00,358,17
8/7/2018 17:30:00,364,17
8/7/2018 17:45:00,358,17
8/7/2018 18:00:00,358,17
8/7/2018 18:15:00,362,17
8/7/2018 18:30:00,360,17
8/7/2018 18:45:00,356,17
8/7/2018 19:00:00,360,17
8/7/2018 19:15:00,356,17
8/7/2018 19:30:00,362,17
8/7/2018 19:45:00,364,17
8/7/2018 20:00:00,364,17
8/7/2018 20:15:00,367,17
8/7/2018 20:30:00,344,17
8/7/2018 20:45:00,362,17
8/7/2018 21:00:00,356,17
8/7/2018 21:15:00,351,17
8/7/2018 21:30:00,351,17
8/7/2018 21:45:00,360,17
8/7/2018 22:00:00,351,17
8/7/2018 22:15:00,349,17
8/7/2018 22:30:00,344,17
8/7/2018 22:45:00,344,17
8/7/2018 23:00:00,353,17
8/7/2018 23:15:00,349,17
8/7/2018 23:30:00,344,17
8/7/2018 23:45:00,339,17
8/8/2018 00:00:00,344,17
8/8/2018 00:15:00,337,17
8/8/2018 00:30:00,334,17
8/8/2018 00:45:00,337,17
8/8/2018 01:00:00,342,17
8/8/2018 01:15:00,331,17
8/8/2018 01:30:00,326,18
8/8/2018 01:45:00,342,18
8/8/2018 02:00:00,329,18
8/8/2018 02:15:00,331,18
8/8/2018 02:30:00,321,18
8/8/2018 02:45:00,337,19
8/8/2018 03:00:00,324,19
8/8/2018 03:15:00,319,19
8/8/2018 03:30:00,326,19
8/8/2018 03:45:00,326,19
8/8/2018 04:00:00,309,19
8/8/2018 04:15:00,324,19
8/8/2018 04:30:00,319,20
8/8/2018 04:45:00,326,20
8/8/2018 05:00:00,311,20
8/8/2018 05:15:00,314,20
8/8/2018 05:30:00,314,20
8/8/2018 05:45:00,314,21
8/8/2018 06:00:00,319,21
8/8/2018 06:15:00,301,21
8/8/2018 06:30:00,306,21
8/8/2018 06:45:00,311,21
8/8/2018 07:00:00,306,21
8/8/2018 07:15:00,309,21
8/8/2018 07:30:00,304,21
8/8/2018 07:45:00,304,22
8/8/2018 08:00:00,290,22
8/8/2018 08:15:00,296,22
8/8/2018 08:30:00,293,22
8/8/2018 08:45:00,296,22
8/8/2018 09:00:00,293,22
8/8/2018 09:15:00,298,22
8/8/2018 09:30:00,290,22
8/8/2018 09:45:00,298,22
8/8/2018 10:00:00,296,22
8/8/2018 10:15:00,309,21
8/8/2018 10:30:00,293,21
8/8/2018 10:45:00,293,21
8/8/2018 11:00:00,311,21
8/8/2018 11:15:00,311,21
8/8/2018 11:30:00,309,20
8/8/2018 11:45:00,319,20
8/8/2018 12:00:00,316,20
8/8/2018 12:15:00,326,19
8/8/2018 12:30:00,329,19
8/8/2018 12:45:00,324,19
8/8/2018 13:00:00,331,19
8/8/2018 13:15:00,337,19
8/8/2018 13:30:00,334,18
8/8/2018 13:45:00,339,18
8/8/2018 14:00:00,342,18
8/8/2018 14:15:00,337,18
8/8/2018 14:30:00,334,18
8/8/2018 14:45:00,342,17
8/8/2018 15:00:00,349,17
8/8/2018 15:15:00,342,17
8/8/2018 15:30:00,351,17
8/8/2018 15:45:00,349,17
8/8/2018 16:00:00,351,17
8/8/2018 16:15:00,353,17
8/8/2018 16:30:00,349,16
8/8/2018 16:45:00,356,16
8/8/2018 17:00:00,358,16
8/8/2018 17:15:00,367,16
8/8/2018 17:30:00,362,16
8/8/2018 17:45:00,364,16
8/8/2018 18:00:00,371,16
8/8/2018 18:15:00,364,16
8/8/2018 18:30:00,362,16
8/8/2018 18:45:00,367,17
8/8/2018 19:00:00,380,17
8/8/2018 19:15:00,373,17
8/8/2018 19:30:00,371,17
8/8/2018 19:45:00,369,17
8/8/2018 20:00:00,369,17
8/8/2018 20:15:00,378,18
8/8/2018 20:30:00,380,18
8/8/2018 20:45:00,373,18
8/8/2018 21:00:00,373,18
8/8/2018 21:15:00,371,18
8/8/2018 21:30:00,371,18
8/8/2018 21:45:00,364,18
8/8/2018 22:00:00,371,18
8/8/2018 22:15:00,371,18
8/8/2018 22:30:00,362,18
8/8/2018 22:45:00,362,18
8/8/2018 23:00:00,369,18
8/8/2018 23:15:00,360,18
8/8/2018 23:30:00,364,18
8/8/2018 23:45:00,360,18
8/9/2018 00:00:00,360,18
8/9/2018 00:15:00,362,18
8/9/2018 00:30:00,356,18
8/9/2018 00:45:00,364,18
8/9/2018 01:00:00,353,18
8/9/2018 01:15:00,356,19
8/9/2018 01:30:00,349,19
8/9/2018 01:45:00,349,19
8/9/2018 02:00:00,351,19
8/9/2018 02:15:00,344,19
8/9/2018 02:30:00,349,19
8/9/2018 02:45:00,329,19
8/9/2018 03:00:00,342,20
8/9/2018 03:15:00,334,20
8/9/2018 03:30:00,334,20
8/9/2018 03:45:00,334,20
8/9/2018 04:00:00,334,20
8/9/2018 04:15:00,331,20
8/9/2018 04:30:00,329,20
8/9/2018 04:45:00,337,20
8/9/2018 05:00:00,324,20
8/9/2018 05:15:00,331,20
8/9/2018 05:30:00,339,20
8/9/2018 05:45:00,326,20
8/9/2018 06:00:00,326,20
8/9/2018 06:15:00,329,20
8/9/2018 06:30:00,329,20
8/9/2018 06:45:00,321,20
8/9/2018 07:00:00,331,20
8/9/2018 07:15:00,314,20
8/9/2018 07:30:00,319,20
8/9/2018 07:45:00,311,20
8/9/2018 08:00:00,316,20
8/9/2018 08:15:00,316,20
8/9/2018 08:30:00,309,20
8/9/2018 08:45:00,306,20
8/9/2018 09:00:00,321,20
8/9/2018 09:15:00,309,20
8/9/2018 09:30:00,314,20
8/9/2018 09:45:00,324,20
8/9/2018 10:00:00,319,20
8/9/2018 10:15:00,316,20
8/9/2018 10:30:00,326,20
8/9/2018 10:45:00,339,20
8/9/2018 11:00:00,339,20
8/9/2018 11:15:00,349,20
8/9/2018 11:30:00,339,20
8/9/2018 11:45:00,356,20
8/9/2018 12:00:00,360,19
8/9/2018 12:15:00,364,19
8/9/2018 12:30:00,367,19
8/9/2018 12:45:00,367,19
8/9/2018 13:00:00,376,19
8/9/2018 13:15:00,376,18
8/9/2018 13:30:00,385,18
8/9/2018 13:45:00,385,18
8/9/2018 14:00:00,394,18
8/9/2018 14:15:00,389,18
8/9/2018 14:30:00,394,18
8/9/2018 14:45:00,401,17
8/9/2018 15:00:00,396,17
8/9/2018 15:15:00,401,17
8/9/2018 15:30:00,396,17
8/9/2018 15:45:00,408,17
8/9/2018 16:00:00,401,17
8/9/2018 16:15:00,403,17
8/9/2018 16:30:00,399,17
8/9/2018 16:45:00,403,17
8/9/2018 17:00:00,401,16
8/9/2018 17:15:00,396,16
8/9/2018 17:30:00,392,16
8/9/2018 17:45:00,401,16
8/9/2018 18:00:00,399,16
8/9/2018 18:15:00,392,16
8/9/2018 18:30:00,408,16
8/9/2018 18:45:00,411,16
8/9/2018 19:00:00,399,16
8/9/2018 19:15:00,406,16
8/9/2018 19:30:00,411,16
8/9/2018 19:45:00,408,16
8/9/2018 20:00:00,413,16
8/9/2018 20:15:00,408,16
8/9/2018 20:30:00,406,16
8/9/2018 20:45:00,401,16
8/9/2018 21:00:00,380,16
8/9/2018 21:15:00,383,16
8/9/2018 21:30:00,385,16
8/9/2018 21:45:00,392,16
8/9/2018 22:00:00,376,16
8/9/2018 22:15:00,373,16
8/9/2018 22:30:00,369,17
8/9/2018 22:45:00,367,17
8/9/2018 23:00:00,367,17
8/9/2018 23:15:00,353,17
8/9/2018 23:30:00,358,17
8/9/2018 23:45:00,344,18
8/10/2018 00:00:00,342,18
8/10/2018 00:15:00,329,18
8/10/2018 00:30:00,329,18
8/10/2018 00:45:00,326,18
8/10/2018 01:00:00,319,19
8/10/2018 01:15:00,314,19
8/10/2018 01:30:00,314,19
8/10/2018 01:45:00,311,19
8/10/2018 02:00:00,304,19
8/10/2018 02:15:00,306,19
8/10/2018 02:30:00,306,19
8/10/2018 02:45:00,301,20
8/10/2018 03:00:00,301,20
8/10/2018 03:15:00,304,20
8/10/2018 03:30:00,290,20
8/10/2018 03:45:00,296,20
8/10/2018 04:00:00,288,20
8/10/2018 04:15:00,285,20
8/10/2018 04:30:00,283,21
8/10/2018 04:45:00,293,21
8/10/2018 05:00:00,278,21
8/10/2018 05:15:00,278,21
8/10/2018 05:30:00,280,21
8/10/2018 05:45:00,273,21
8/10/2018 06:00:00,270,21
8/10/2018 06:15:00,275,21
8/10/2018 06:30:00,273,21
8/10/2018 06:45:00,265,21
8/10/2018 07:00:00,265,21
8/10/2018 07:15:00,273,21
8/10/2018 07:30:00,258,21
8/10/2018 07:45:00,261,21
8/10/2018 08:00:00,263,21
8/10/2018 08:15:00,258,21
8/10/2018 08:30:00,268,21
8/10/2018 08:45:00,261,21
8/10/2018 09:00:00,263,21
8/10/2018 09:15:00,251,21
8/10/2018 09:30:00,263,21
8/10/2018 09:45:00,258,21
8/10/2018 10:00:00,261,21
8/10/2018 10:15:00,256,21
8/10/2018 10:30:00,268,21
8/10/2018 10:45:00,265,21
8/10/2018 11:00:00,268,21
8/10/2018 11:15:00,273,21
8/10/2018 11:30:00,288,21
8/10/2018 11:45:00,296,21
8/10/2018 12:00:00,298,21
8/10/2018 12:15:00,293,21
8/10/2018 12:30:00,301,21
8/10/2018 12:45:00,304,21
8/10/2018 13:00:00,309,21
8/10/2018 13:15:00,304,20
8/10/2018 13:30:00,304,20
8/10/2018 13:45:00,319,20
8/10/2018 14:00:00,314,20
8/10/2018 14:15:00,309,19
8/10/2018 14:30:00,311,19
8/10/2018 14:45:00,314,19
8/10/2018 15:00:00,319,19
8/10/2018 15:15:00,321,19
8/10/2018 15:30:00,311,19
8/10/2018 15:45:00,331,18
8/10/2018 16:00:00,329,18
8/10/2018 16:15:00,334,18
8/10/2018 16:30:00,331,18
8/10/2018 16:45:00,329,18
8/10/2018 17:00:00,326,18
8/10/2018 17:15:00,339,18
8/10/2018 17:30:00,326,18
8/10/2018 17:45:00,334,18
8/10/2018 18:00:00,319,17
8/10/2018 18:15:00,329,17
8/10/2018 18:30:00,334,17
8/10/2018 18:45:00,324,17
8/10/2018 19:00:00,329,17
8/10/2018 19:15:00,319,17
8/10/2018 19:30:00,314,17
8/10/2018 19:45:00,326,17
8/10/2018 20:00:00,321,17
8/10/2018 20:15:00,311,17
8/10/2018 20:30:00,314,18
8/10/2018 20:45:00,311,18
8/10/2018 21:00:00,311,18
8/10/2018 21:15:00,306,18
8/10/2018 21:30:00,309,18
8/10/2018 21:45:00,306,18
8/10/2018 22:00:00,309,18
8/10/2018 22:15:00,309,18
8/10/2018 22:30:00,304,18
8/10/2018 22:45:00,316,18
8/10/2018 23:00:00,301,18
8/10/2018 23:15:00,304,18
8/10/2018 23:30:00,319,18
8/10/2018 23:45:00,324,18
8/11/2018 00:00:00,319,18
8/11/2018 00:15:00,319,18
8/11/2018 00:30:00,329,18
8/11/2018 00:45:00,324,18
8/11/2018 01:00:00,326,19
8/11/2018 01:15:00,316,19
8/11/2018 01:30:00,314,19
8/11/2018 01:45:00,306,19
8/11/2018 02:00:00,319,19
8/11/2018 02:15:00,311,19
8/11/2018 02:30:00,304,19
8/11/2018 02:45:00,316,19
8/11/2018 03:00:00,309,19
8/11/2018 03:15:00,314,19
8/11/2018 03:30:00,314,19
8/11/2018 03:45:00,309,19
8/11/2018 04:00:00,311,19
8/11/2018 04:15:00,309,19
8/11/2018 04:30:00,304,19
8/11/2018 04:45:00,306,19
8/11/2018 05:00:00,309,19
8/11/2018 05:15:00,309,19
8/11/2018 05:30:00,301,19
8/11/2018 05:45:00,306,19
8/11/2018 06:00:00,304,19
8/11/2018 06:15:00,306,19
8/11/2018 06:30:00,306,19
8/11/2018 06:45:00,306,19
8/11/2018 07:00:00,309,19
8/11/2018 07:15:00,311,19
8/11/2018 07:30:00,311,19
8/11/2018 07:45:00,309,19
8/11/2018 08:00:00,311,19
8/11/2018 08:15:00,309,19
8/11/2018 08:30:00,309,19
8/11/2018 08:45:00,309,19
8/11/2018 09:00:00,309,19
8/11/2018 09:15:00,306,19
8/11/2018 09:30:00,319,19
8/11/2018 09:45:00,304,19
8/11/2018 10:00:00,311,18
8/11/2018 10:15:00,314,19
8/11/2018 10:30:00,296,18
8/11/2018 10:45:00,319,18
8/11/2018 11:00:00,324,18
8/11/2018 11:15:00,314,18
8/11/2018 11:30:00,314,18
8/11/2018 11:45:00,319,18
8/11/2018 12:00:00,314,18
8/11/2018 12:15:00,316,18
8/11/2018 12:30:00,324,18
8/11/2018 12:45:00,329,18
8/11/2018 13:00:00,321,18
8/11/2018 13:15:00,344,18
8/11/2018 13:30:00,344,18
8/11/2018 13:45:00,347,18
8/11/2018 14:00:00,351,18
8/11/2018 14:15:00,353,17
8/11/2018 14:30:00,351,17
8/11/2018 14:45:00,353,17
8/11/2018 15:00:00,360,17
8/11/2018 15:15:00,358,17
8/11/2018 15:30:00,371,16
8/11/2018 15:45:00,367,16
8/11/2018 16:00:00,367,16
8/11/2018 16:15:00,373,16
8/11/2018 16:30:00,371,16
8/11/2018 16:45:00,371,16
8/11/2018 17:00:00,367,16
8/11/2018 17:15:00,369,16
8/11/2018 17:30:00,364,16
8/11/2018 17:45:00,371,16
8/11/2018 18:00:00,369,16
8/11/2018 18:15:00,358,16
8/11/2018 18:30:00,358,16
8/11/2018 18:45:00,349,16
8/11/2018 19:00:00,353,16
8/11/2018 19:15:00,367,16
8/11/2018 19:30:00,362,16
8/11/2018 19:45:00,362,16
8/11/2018 20:00:00,360,16
8/11/2018 20:15:00,369,16
8/11/2018 20:30:00,364,17
8/11/2018 20:45:00,367,17
8/11/2018 21:00:00,369,17
8/11/2018 21:15:00,356,17
8/11/2018 21:30:00,371,17
8/11/2018 21:45:00,360,17
8/11/2018 22:00:00,369,17
8/11/2018 22:15:00,371,17
8/11/2018 22:30:00,371,17
8/11/2018 22:45:00,371,17
8/11/2018 23:00:00,373,17
8/11/2018 23:15:00,371,18
8/11/2018 23:30:00,373,18
8/11/2018 23:45:00,376,18
8/12/2018 00:00:00,383,18
8/12/2018 00:15:00,387,18
8/12/2018 00:30:00,371,18
8/12/2018 00:45:00,378,18
8/12/2018 01:00:00,383,18
8/12/2018 01:15:00,389,18
8/12/2018 01:30:00,387,18
8/12/2018 01:45:00,380,18
8/12/2018 02:00:00,376,19
8/12/2018 02:15:00,373,19
8/12/2018 02:30:00,376,19
8/12/2018 02:45:00,369,19
8/12/2018 03:00:00,364,19
8/12/2018 03:15:00,371,19
8/12/2018 03:30:00,358,19
8/12/2018 03:45:00,360,19
8/12/2018 04:00:00,351,19
8/12/2018 04:15:00,356,19
8/12/2018 04:30:00,353,19
8/12/2018 04:45:00,358,20
8/12/2018 05:00:00,347,20
8/12/2018 05:15:00,351,20
8/12/2018 05:30:00,349,20
8/12/2018 05:45:00,334,20
8/12/2018 06:00:00,347,20
8/12/2018 06:15:00,337,20
8/12/2018 06:30:00,342,21
8/12/2018 06:45:00,339,21
8/12/2018 07:00:00,329,21
8/12/2018 07:15:00,342,21
8/12/2018 07:30:00,334,21
8/12/2018 07:45:00,326,21
8/12/2018 08:00:00,326,21
8/12/2018 08:15:00,337,21
8/12/2018 08:30:00,334,21
8/12/2018 08:45:00,334,21
8/12/2018 09:00:00,349,21
8/12/2018 09:15:00,344,21
8/12/2018 09:30:00,353,21
8/12/2018 09:45:00,356,21
8/12/2018 10:00:00,353,21
8/12/2018 10:15:00,353,21
8/12/2018 10:30:00,360,21
8/12/2018 10:45:00,364,21
8/12/2018 11:00:00,362,20
8/12/2018 11:15:00,369,20
8/12/2018 11:30:00,380,20
8/12/2018 11:45:00,380,20
8/12/2018 12:00:00,380,20
8/12/2018 12:15:00,389,19
8/12/2018 12:30:00,387,19
8/12/2018 12:45:00,396,19
8/12/2018 13:00:00,403,19
8/12/2018 13:15:00,396,19
8/12/2018 13:30:00,406,19
8/12/2018 13:45:00,408,19
8/12/2018 14:00:00,415,19
8/12/2018 14:15:00,418,18
8/12/2018 14:30:00,418,18
8/12/2018 14:45:00,422,18
8/12/2018 15:00:00,422,18
8/12/2018 15:15:00,413,18
8/12/2018 15:30:00,422,18
8/12/2018 15:45:00,415,18
8/12/2018 16:00:00,422,18
8/12/2018 16:15:00,422,18
8/12/2018 16:30:00,422,18
8/12/2018 16:45:00,432,18
8/12/2018 17:00:00,430,18
8/12/2018 17:15:00,430,17
8/12/2018 17:30:00,430,17
8/12/2018 17:45:00,442,17
8/12/2018 18:00:00,437,17
8/12/2018 18:15:00,430,17
8/12/2018 18:30:00,444,17
8/12/2018 18:45:00,435,17
8/12/2018 19:00:00,422,17
8/12/2018 19:15:00,425,17
8/12/2018 19:30:00,430,17
8/12/2018 19:45:00,418,17
8/12/2018 20:00:00,418,17
8/12/2018 20:15:00,411,17
8/12/2018 20:30:00,418,18
8/12/2018 20:45:00,411,18
8/12/2018 21:00:00,413,18
8/12/2018 21:15:00,411,18
8/12/2018 21:30:00,389,18
8/12/2018 21:45:00,401,18
8/12/2018 22:00:00,401,18
8/12/2018 22:15:00,399,18
8/12/2018 22:30:00,406,18
8/12/2018 22:45:00,415,18
8/12/2018 23:00:00,399,18
8/12/2018 23:15:00,396,18
8/12/2018 23:30:00,406,18
8/12/2018 23:45:00,394,18
8/13/2018 00:00:00,399,18
8/13/2018 00:15:00,411,18
8/13/2018 00:30:00,401,18
8/13/2018 00:45:00,394,19
8/13/2018 01:00:00,394,19
8/13/2018 01:15:00,403,19
8/13/2018 01:30:00,392,19
8/13/2018 01:45:00,394,19
8/13/2018 02:00:00,385,19
8/13/2018 02:15:00,380,19
8/13/2018 02:30:00,376,19
8/13/2018 02:45:00,371,19
8/13/2018 03:00:00,380,19
8/13/2018 03:15:00,376,19
8/13/2018 03:30:00,367,19
8/13/2018 03:45:00,362,19
8/13/2018 04:00:00,358,19
8/13/2018 04:15:00,356,19
8/13/2018 04:30:00,360,19
8/13/2018 04:45:00,344,20
8/13/2018 05:00:00,339,20
8/13/2018 05:15:00,334,20
8/13/2018 05:30:00,334,20
8/13/2018 05:45:00,331,20
8/13/2018 06:00:00,324,21
8/13/2018 06:15:00,319,21
8/13/2018 06:30:00,321,21
8/13/2018 06:45:00,326,22
8/13/2018 07:00:00,319,22
8/13/2018 07:15:00,321,21
8/13/2018 07:30:00,319,21
8/13/2018 07:45:00,321,22
8/13/2018 08:00:00,331,22
8/13/2018 08:15:00,321,22
8/13/2018 08:30:00,337,21
8/13/2018 08:45:00,334,21
8/13/2018 09:00:00,331,21
8/13/2018 09:15:00,337,21
8/13/2018 09:30:00,326,21
8/13/2018 09:45:00,331,21
8/13/2018 10:00:00,334,21
8/13/2018 10:15:00,334,21
8/13/2018 10:30:00,311,22
8/13/2018 10:45:00,329,22
8/13/2018 11:00:00,334,22
8/13/2018 11:15:00,321,22
8/13/2018 11:30:00,337,22
8/13/2018 11:45:00,324,22
8/13/2018 12:00:00,337,22
8/13/2018 12:15:00,339,22
8/13/2018 12:30:00,339,22
8/13/2018 12:45:00,344,21
8/13/2018 13:00:00,339,21
8/13/2018 13:15:00,349,21
8/13/2018 13:30:00,339,21
8/13/2018 13:45:00,331,21
8/13/2018 14:00:00,351,21
8/13/2018 14:15:00,347,20
8/13/2018 14:30:00,351,20
8/13/2018 14:45:00,353,20
8/13/2018 15:00:00,358,20
8/13/2018 15:15:00,358,20
8/13/2018 15:30:00,358,20
8/13/2018 15:45:00,356,20
8/13/2018 16:00:00,358,19
8/13/2018 16:15:00,358,19
8/13/2018 16:30:00,356,19
8/13/2018 16:45:00,351,19
8/13/2018 17:00:00,362,19
8/13/2018 17:15:00,351,19
8/13/2018 17:30:00,358,19
8/13/2018 17:45:00,351,19
8/13/2018 18:00:00,351,20
8/13/2018 18:15:00,347,20
8/13/2018 18:30:00,349,20
8/13/2018 18:45:00,344,20
8/13/2018 19:00:00,342,21
8/13/2018 19:15:00,334,21
8/13/2018 19:30:00,339,21
8/13/2018 19:45:00,337,21
8/13/2018 20:00:00,339,21
8/13/2018 20:15:00,337,21
8/13/2018 20:30:00,331,21
8/13/2018 20:45:00,326,21
8/13/2018 21:00:00,331,21
8/13/2018 21:15:00,326,21
8/13/2018 21:30:00,321,20
8/13/2018 21:45:00,319,20
8/13/2018 22:00:00,311,20
8/13/2018 22:15:00,306,20
8/13/2018 22:30:00,298,20
8/13/2018 22:45:00,301,20
8/13/2018 23:00:00,301,20
8/13/2018 23:15:00,301,20
8/13/2018 23:30:00,304,20
8/13/2018 23:45:00,298,20
8/14/2018 00:00:00,309,20
8/14/2018 00:15:00,304,20
8/14/2018 00:30:00,306,20
8/14/2018 00:45:00,304,21
8/14/2018 01:00:00,298,21
8/14/2018 01:15:00,301,21
8/14/2018 01:30:00,296,21
8/14/2018 01:45:00,293,21
8/14/2018 02:00:00,296,21
8/14/2018 02:15:00,290,21
8/14/2018 02:30:00,285,21
8/14/2018 02:45:00,285,22
8/14/2018 03:00:00,285,22
8/14/2018 03:15:00,283,21
8/14/2018 03:30:00,288,22
8/14/2018 03:45:00,285,21
8/14/2018 04:00:00,278,21
8/14/2018 04:15:00,275,21
8/14/2018 04:30:00,275,21
8/14/2018 04:45:00,268,21
8/14/2018 05:00:00,270,21
8/14/2018 05:15:00,273,21
8/14/2018 05:30:00,263,21
8/14/2018 05:45:00,265,21
8/14/2018 06:00:00,258,21
8/14/2018 06:15:00,246,21
8/14/2018 06:30:00,249,21
8/14/2018 06:45:00,253,21
8/14/2018 07:00:00,251,21
8/14/2018 07:15:00,246,21
8/14/2018 07:30:00,249,21
8/14/2018 07:45:00,242,21
8/14/2018 08:00:00,251,21
8/14/2018 08:15:00,244,21
8/14/2018 08:30:00,244,20
8/14/2018 08:45:00,246,21
8/14/2018 09:00:00,249,20
8/14/2018 09:15:00,249,20
8/14/2018 09:30:00,244,20
8/14/2018 09:45:00,242,20
8/14/2018 10:00:00,242,20
8/14/2018 10:15:00,246,20
8/14/2018 10:30:00,253,20
8/14/2018 10:45:00,246,20
8/14/2018 11:00:00,253,20
8/14/2018 11:15:00,251,20
8/14/2018 11:30:00,256,20
8/14/2018 11:45:00,258,20
8/14/2018 12:00:00,261,20
8/14/2018 12:15:00,268,20
8/14/2018 12:30:00,270,20
8/14/2018 12:45:00,273,20
8/14/2018 13:00:00,273,20
8/14/2018 13:15:00,270,20
8/14/2018 13:30:00,275,20
8/14/2018 13:45:00,278,20
8/14/2018 14:00:00,280,20
8/14/2018 14:15:00,280,20
8/14/2018 14:30:00,280,20
8/14/2018 14:45:00,278,20
8/14/2018 15:00:00,280,20
8/14/2018 15:15:00,283,20
8/14/2018 15:30:00,285,20
8/14/2018 15:45:00,285,20
8/14/2018 16:00:00,285,20
8/14/2018 16:15:00,290,20
8/14/2018 16:30:00,285,20
8/14/2018 16:45:00,290,20
8/14/2018 17:00:00,296,20
8/14/2018 17:15:00,288,20
8/14/2018 17:30:00,293,20
8/14/2018 17:45:00,288,20
8/14/2018 18:00:00,275,20
8/14/2018 18:15:00,293,19
8/14/2018 18:30:00,293,20
8/14/2018 18:45:00,283,19
8/14/2018 19:00:00,288,20
8/14/2018 19:15:00,290,20
8/14/2018 19:30:00,306,19
8/14/2018 19:45:00,293,19
8/14/2018 20:00:00,304,19
8/14/2018 20:15:00,298,19
8/14/2018 20:30:00,304,19
8/14/2018 20:45:00,296,19
8/14/2018 21:00:00,298,19
8/14/2018 21:15:00,293,19
8/14/2018 21:30:00,296,19
8/14/2018 21:45:00,288,19
8/14/2018 22:00:00,288,19
8/14/2018 22:15:00,283,19
8/14/2018 22:30:00,280,19
8/14/2018 22:45:00,283,19
8/14/2018 23:00:00,278,19
8/14/2018 23:15:00,280,19
8/14/2018 23:30:00,275,19
8/14/2018 23:45:00,278,19
8/15/2018 00:00:00,283,19
8/15/2018 00:15:00,268,19
8/15/2018 00:30:00,273,19
8/15/2018 00:45:00,273,19
8/15/2018 01:00:00,283,19
8/15/2018 01:15:00,275,19
8/15/2018 01:30:00,261,20
8/15/2018 01:45:00,270,20
8/15/2018 02:00:00,275,20
8/15/2018 02:15:00,265,20
8/15/2018 02:30:00,268,20
8/15/2018 02:45:00,270,20
8/15/2018 03:00:00,268,20
8/15/2018 03:15:00,265,21
8/15/2018 03:30:00,273,21
8/15/2018 03:45:00,261,21
8/15/2018 04:00:00,268,21
8/15/2018 04:15:00,273,21
8/15/2018 04:30:00,265,21
8/15/2018 04:45:00,268,22
8/15/2018 05:00:00,265,22
8/15/2018 05:15:00,268,22
8/15/2018 05:30:00,253,22
8/15/2018 05:45:00,253,23
8/15/2018 06:00:00,256,23
8/15/2018 06:15:00,256,23
8/15/2018 06:30:00,256,23
8/15/2018 06:45:00,253,23
8/15/2018 07:00:00,244,23
8/15/2018 07:15:00,249,24
8/15/2018 07:30:00,249,24
8/15/2018 07:45:00,246,24
8/15/2018 08:00:00,235,24
8/15/2018 08:15:00,242,24
8/15/2018 08:30:00,240,24
8/15/2018 08:45:00,228,24
8/15/2018 09:00:00,235,24
8/15/2018 09:15:00,228,24
8/15/2018 09:30:00,233,24
8/15/2018 09:45:00,226,24
8/15/2018 10:00:00,231,24
8/15/2018 10:15:00,228,24
8/15/2018 10:30:00,228,24
8/15/2018 10:45:00,226,24
8/15/2018 11:00:00,231,23
8/15/2018 11:15:00,231,23
8/15/2018 11:30:00,233,23
8/15/2018 11:45:00,237,23
8/15/2018 12:00:00,242,23
8/15/2018 12:15:00,246,23
8/15/2018 12:30:00,249,23
8/15/2018 12:45:00,253,23
8/15/2018 13:00:00,246,23
8/15/2018 13:15:00,251,22
8/15/2018 13:30:00,253,22
8/15/2018 13:45:00,256,22
8/15/2018 14:00:00,261,22
8/15/2018 14:15:00,263,22
8/15/2018 14:30:00,261,22
8/15/2018 14:45:00,258,22
8/15/2018 15:00:00,251,22
8/15/2018 15:15:00,275,22
8/15/2018 15:30:00,270,22
8/15/2018 15:45:00,275,21
8/15/2018 16:00:00,270,21
8/15/2018 16:15:00,278,21
8/15/2018 16:30:00,273,21
8/15/2018 16:45:00,285,21
8/15/2018 17:00:00,278,21
8/15/2018 17:15:00,285,21
8/15/2018 17:30:00,275,21
8/15/2018 17:45:00,280,21
8/15/2018 18:00:00,293,20
8/15/2018 18:15:00,296,20
8/15/2018 18:30:00,290,20
8/15/2018 18:45:00,288,20
8/15/2018 19:00:00,288,20
8/15/2018 19:15:00,290,20
8/15/2018 19:30:00,298,20
8/15/2018 19:45:00,296,20
8/15/2018 20:00:00,283,20
8/15/2018 20:15:00,285,20
