,Discharge.stage@Herbert River,Discharge.stage@Herbert River,Discharge.stage@Herbert River,Discharge.stage@Herbert River
mm/dd/yyyy HH:MM:SS,ft^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
05/28/2018 18:00:00,768.265271204249,,0,1
05/28/2018 18:15:00,757.20971514707,,0,1
05/28/2018 18:30:00,768.265271204249,,0,1
05/28/2018 18:45:00,762.730258037365,,0,1
05/28/2018 19:00:00,762.730258037365,,0,1
05/28/2018 19:15:00,751.70367174325,,0,1
05/28/2018 19:30:00,757.20971514707,,0,1
05/28/2018 19:45:00,751.70367174325,,0,1
05/28/2018 20:00:00,746.212157231359,,0,1
05/28/2018 20:15:00,757.20971514707,,0,1
05/28/2018 20:30:00,762.730258037365,,0,1
05/28/2018 20:45:00,751.70367174325,,0,1
05/28/2018 21:00:00,746.212157231359,,0,1
05/28/2018 21:15:00,762.730258037365,,0,1
05/28/2018 21:30:00,729.825084082142,,0,1
05/28/2018 21:45:00,735.272833496334,,0,1
05/28/2018 22:00:00,729.825084082142,,0,1
05/28/2018 22:15:00,746.212157231359,,0,1
05/28/2018 22:30:00,724.391983182399,,0,1
05/28/2018 22:45:00,724.391983182399,,0,1
05/28/2018 23:00:00,718.973561214544,,0,1
