,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay
mm/dd/yyyy HH:MM:SS,m^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
03/05/2019 20:30:00,2.41301914620622,,0,1
03/05/2019 20:45:00,2.35952080961994,,0,1
03/05/2019 21:00:00,2.34889196126847,,0,1
03/05/2019 21:15:00,2.32770509716627,,0,1
03/05/2019 21:30:00,2.32242313918156,,0,1
03/05/2019 21:45:00,2.31714708484245,,0,1
03/05/2019 22:00:00,2.29610190824727,,0,1
03/05/2019 22:15:00,2.3013543458507,,0,1
03/05/2019 22:30:00,2.3013543458507,,0,1
03/05/2019 22:45:00,2.28561474742742,,0,1
03/05/2019 23:00:00,2.29085537536739,,0,1
03/05/2019 23:15:00,2.28038002464397,,0,1
03/05/2019 23:30:00,2.25950018941711,,0,1
03/05/2019 23:45:00,2.26471128940297,,0,1
03/06/2019 00:00:00,2.24909570839429,,0,1
03/06/2019 00:15:00,2.25429499567482,,0,1
03/06/2019 00:30:00,2.25950018941711,,0,1
03/06/2019 00:45:00,2.22835762826297,,0,1
03/06/2019 01:00:00,2.24909570839429,,0,1
03/06/2019 01:15:00,2.2335332875092,,0,1
03/06/2019 01:30:00,2.22318787657346,,0,1
03/06/2019 01:45:00,2.24909570839429,,0,1
03/06/2019 02:00:00,2.19742773917857,,0,1
03/06/2019 02:15:00,2.23871485409263,,0,1
03/06/2019 02:30:00,2.21286609674398,,0,1
03/06/2019 02:45:00,2.20256794978232,,0,1
03/06/2019 03:00:00,2.19742773917857,,0,1
03/06/2019 03:15:00,2.20771406904441,,0,1
03/06/2019 03:30:00,2.18716504483091,,0,1
03/06/2019 03:45:00,2.17692598777376,,0,1
03/06/2019 04:00:00,2.15143176994721,,0,1
03/06/2019 04:15:00,2.15143176994721,,0,1
03/06/2019 04:30:00,2.11094839897903,,0,1
03/06/2019 04:45:00,2.12608532418366,,0,1
03/06/2019 05:00:00,2.11094839897903,,0,1
03/06/2019 05:15:00,2.09586468790314,,0,1
03/06/2019 05:30:00,2.08083419706878,,0,1
03/06/2019 05:45:00,2.09084861062899,,0,1
03/06/2019 06:00:00,2.09084861062899,,0,1
03/06/2019 06:15:00,2.06087634027389,,0,1
03/06/2019 06:30:00,2.05590166289073,,0,1
03/06/2019 06:45:00,2.10088667853727,,0,1
03/06/2019 07:00:00,2.09084861062899,,0,1
03/06/2019 07:15:00,2.04101312276116,,0,1
03/06/2019 07:30:00,2.06087634027389,,0,1
03/06/2019 07:45:00,2.04101312276116,,0,1
